155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
155.137,0,14,8,100
229.376,0,15,7,91
229.376,0,15,7,91
